Mean Test Accuracy,Mean Precision,Mean Recall,Mean F1 Score
0.6568412184715271,0.47330960631370544,0.3793317824602127,0.0
0.6566709131002426,0.47328583896160126,0.37948648631572723,0.0
0.6571808904409409,0.47330960631370544,0.38001158833503723,0.0
0.6582011878490448,0.47342781722545624,0.38110746443271637,0.0
0.65956149995327,0.47354497015476227,0.38237328827381134,0.0
0.6605817973613739,0.47363796830177307,0.38328398764133453,0.0
0.6609217077493668,0.4736611098051071,0.38380907475948334,0.0
0.6610916405916214,0.47363796830177307,0.3837938457727432,0.0
0.6616017371416092,0.47370727360248566,0.3845193386077881,0.0
0.6626219153404236,0.47379912436008453,0.3856000006198883,0.0
0.6626219153404236,0.4738219827413559,0.38578517735004425,0.0
0.6636423170566559,0.4739809185266495,0.38708147406578064,0.0
0.6636423170566559,0.4739809185266495,0.38708147406578064,0.0
0.6641524136066437,0.47402597963809967,0.38762179017066956,0.0
0.6639822274446487,0.4739809185266495,0.3874213844537735,0.0
0.6641521900892258,0.47400346398353577,0.38777652382850647,0.0
0.663812056183815,0.4740484356880188,0.38814689218997955,0.0
0.6641521900892258,0.47407087683677673,0.3883320689201355,0.0
0.6646622717380524,0.47416020929813385,0.3892427682876587,0.0
0.664662167429924,0.47413793206214905,0.3892275393009186,0.0
0.6651722490787506,0.47416020929813385,0.38958267867565155,0.0
0.665342316031456,0.47418244183063507,0.3897678554058075,0.0
0.6656823307275772,0.4742046445608139,0.39012299478054047,0.0
0.6663625985383987,0.474293053150177,0.39086373150348663,0.0
0.666702389717102,0.474293053150177,0.3913735896348953,0.0
0.6675527393817902,0.4743589758872986,0.39192914962768555,0.0
0.6675527393817902,0.4743589758872986,0.39192914962768555,0.0
0.6680628210306168,0.4744027256965637,0.39246946573257446,0.0
0.6678927540779114,0.4744027256965637,0.39246946573257446,0.0
0.6677228063344955,0.4744245558977127,0.3924846947193146,0.0
0.6685731410980225,0.4745331108570099,0.3934106230735779,0.0
0.6695934236049652,0.4745547026395798,0.39376576244831085,0.0
0.670103520154953,0.47457626461982727,0.3941209018230438,0.0
0.6706136018037796,0.47457626461982727,0.39429084956645966,0.0
0.670953631401062,0.4745977967977524,0.3946459889411926,0.0
0.6714638322591782,0.4746621549129486,0.39520154893398285,0.0
0.6718039661645889,0.47470489144325256,0.39557191729545593,0.0
0.6723140627145767,0.4747474789619446,0.39611224830150604,0.0
0.6724841296672821,0.4747474789619446,0.39611224830150604,0.0
0.6726541966199875,0.4747687131166458,0.3962974399328232,0.0
0.6721439808607101,0.4747474789619446,0.39611224830150604,0.0
0.6726541966199875,0.4747687131166458,0.3962974399328232,0.0
0.6728242635726929,0.47478991746902466,0.3964826166629791,0.0
0.6728243678808212,0.4748110771179199,0.39649784564971924,0.0
0.6731647551059723,0.4748533070087433,0.39652831852436066,0.0
0.6740149706602097,0.4748743772506714,0.39688344299793243,0.0
0.6738449037075043,0.474832221865654,0.39651307463645935,0.0
0.6738449037075043,0.474832221865654,0.39651307463645935,0.0
0.6741851568222046,0.474832221865654,0.3963431268930435,0.0
0.6745251715183258,0.47478991746902466,0.39614270627498627,0.0
